base[3300],ratio[0.0],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
35	2015-04-01	3810.29	2.0203	1000.00	494.98	35000.00	32855.21	1.07	66377.37%	
36	2015-05-04	4480.46	2.3564	1000.00	424.38	36000.00	33279.58	1.08	78420.01%	
37	2015-06-01	4828.74	2.5380	1000.00	394.01	37000.00	33673.59	1.10	85463.58%	
38	2015-07-01	4053.70	2.1868	1000.00	457.29	38000.00	34130.88	1.11	74637.41%	
39	2015-08-03	3622.91	2.0187	1000.00	495.37	39000.00	34626.25	1.13	69900.01%	
40	2015-09-01	3166.62	1.7462	1000.00	572.67	40000.00	35198.92	1.14	61464.36%	
41	2015-10-08	3143.36	1.7297	1000.00	578.13	41000.00	35777.06	1.15	61883.58%	
42	2015-11-02	3325.08	1.8252	1000.00	547.89	42000.00	36324.94	1.16	66300.28%	
43	2015-12-01	3456.31	1.9101	1000.00	523.53	43000.00	36848.48	1.17	70384.27%	
44	2016-01-04	3296.26	1.8387	1000.00	543.86	44000.00	37392.34	1.18	68753.29%	
45	2016-02-01	2688.85	1.5440	1000.00	647.67	45000.00	38040.01	1.18	58733.77%	
46	2016-03-01	2733.17	1.5745	1000.00	635.12	46000.00	38675.13	1.19	60893.99%	
47	2016-04-01	3009.53	1.7423	1000.00	573.95	47000.00	39249.08	1.20	68383.68%	
48	2016-05-03	2992.64	1.7356	1000.00	576.17	48000.00	39825.25	1.21	69120.71%	
49	2016-06-01	2913.51	1.7110	1000.00	584.45	49000.00	40409.71	1.21	69141.00%	
50	2016-07-01	2932.48	1.7066	1000.00	585.96	50000.00	40995.67	1.22	69963.20%	
51	2016-08-01	2953.39	1.7930	1000.00	557.72	51000.00	41553.39	1.23	74505.23%	
52	2016-09-01	3063.31	1.8539	1000.00	539.40	52000.00	42092.79	1.24	78035.83%	
53	2016-10-10	3048.14	1.8614	1000.00	537.23	53000.00	42630.02	1.24	79351.53%	
54	2016-11-01	3122.44	1.9126	1000.00	522.85	54000.00	43152.87	1.25	82534.19%	
55	2016-12-01	3273.31	2.0391	1000.00	490.41	55000.00	43643.28	1.26	88993.02%	
56	2016-12-31	3135.92	1.9312	1000.00	517.81	56000.00	44161.10	1.27	85283.91%	
57	2017-02-03	3140.17	1.9910	1000.00	502.26	57000.00	44663.36	1.28	88924.75%	
58	2017-03-01	3246.93	2.0673	1000.00	483.72	58000.00	45147.08	1.28	93332.56%	
59	2017-04-05	3270.31	2.1054	1000.00	474.97	59000.00	45622.05	1.29	96052.67%	
60	2017-05-02	3143.71	2.0492	1000.00	488.00	60000.00	46110.04	1.30	94488.71%	
