base[3300],ratio[0.1],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
30	2014-11-03	2430.03	1.0320	1800.00	1744.19	59300.00	77751.03	0.76	80239.05%	
31	2014-12-01	2680.16	1.1270	1600.00	1419.70	60900.00	79170.72	0.77	89225.40%	
32	2015-01-05	3350.52	1.1760	1000.00	850.34	61900.00	80021.06	0.77	94104.77%	
33	2015-02-02	3128.30	1.2280	1100.00	895.77	63000.00	80916.83	0.78	99365.87%	
34	2015-03-02	3336.28	1.3080	1000.00	764.53	64000.00	81681.36	0.78	106839.21%	
35	2015-04-01	3810.29	1.6140	500.00	309.79	64500.00	81991.15	0.79	132333.71%	
36	2015-05-04	4480.46	1.8000	500.00	277.78	65000.00	82268.92	0.79	148084.06%	
37	2015-06-01	4828.74	2.4690	500.00	202.51	65500.00	82471.43	0.79	203621.98%	
38	2015-07-01	4053.70	1.7470	500.00	286.20	66000.00	82757.64	0.80	144577.59%	
39	2015-08-03	3622.91	1.5310	700.00	457.22	66700.00	83214.86	0.80	127401.95%	
40	2015-09-01	3166.62	1.3490	1100.00	815.42	67800.00	84030.28	0.81	113356.84%	
41	2015-10-08	3143.36	1.4200	1100.00	774.65	68900.00	84804.92	0.81	120422.99%	
42	2015-11-02	3325.08	1.6090	1000.00	621.50	69900.00	85426.43	0.82	137451.12%	
43	2015-12-01	3456.31	1.2920	900.00	696.59	70800.00	86123.02	0.82	111270.95%	
44	2016-01-04	3296.26	1.2940	1000.00	772.80	71800.00	86895.82	0.83	112443.19%	
45	2016-02-01	2688.85	0.9830	1600.00	1627.67	73400.00	88523.49	0.83	87018.59%	
46	2016-03-01	2733.17	0.9950	1500.00	1507.54	74900.00	90031.03	0.83	89580.87%	
47	2016-04-01	3009.53	1.1520	1200.00	1041.67	76100.00	91072.69	0.84	104915.74%	
48	2016-05-03	2992.64	1.2300	1300.00	1056.91	77400.00	92129.60	0.84	113319.42%	
49	2016-06-01	2913.51	1.2330	1300.00	1054.34	78700.00	93183.94	0.84	114895.81%	
50	2016-07-01	2932.48	1.2990	1300.00	1000.77	80000.00	94184.71	0.85	122345.95%	
51	2016-08-01	2953.39	1.2640	1300.00	1028.48	81300.00	95213.19	0.85	120349.48%	
52	2016-09-01	3063.31	1.3450	1200.00	892.19	82500.00	96105.39	0.86	129261.75%	
53	2016-10-10	3048.14	1.4380	1200.00	834.49	83700.00	96939.88	0.86	139399.54%	
54	2016-11-01	3122.44	1.5030	1100.00	731.87	84800.00	97671.75	0.87	146800.64%	
55	2016-12-01	3273.31	1.5980	1000.00	625.78	85800.00	98297.53	0.87	157079.46%	
56	2016-12-31	3135.92	1.5460	1100.00	711.51	86900.00	99009.05	0.88	153067.98%	
57	2017-02-03	3140.17	1.4920	1100.00	737.27	88000.00	99746.31	0.88	148821.49%	
58	2017-03-01	3246.93	1.5550	1000.00	643.09	89000.00	100389.40	0.89	156105.51%	
59	2017-04-05	3270.31	1.5410	1000.00	648.93	90000.00	101038.33	0.89	155700.06%	
60	2017-05-02	3143.71	1.4150	1100.00	777.39	91100.00	101815.71	0.89	144069.23%	
