base[3300],ratio[0.05],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
48	2016-05-03	2992.64	1.7356	1150.00	662.60	63750.00	56088.41	1.14	97347.04%	
49	2016-06-01	2913.51	1.7110	1150.00	672.12	64900.00	56760.53	1.14	97117.27%	
50	2016-07-01	2932.48	1.7066	1150.00	673.85	66050.00	57434.39	1.15	98017.52%	
51	2016-08-01	2953.39	1.7930	1150.00	641.38	67200.00	58075.77	1.16	104129.85%	
52	2016-09-01	3063.31	1.8539	1100.00	593.34	68300.00	58669.11	1.16	108766.67%	
53	2016-10-10	3048.14	1.8614	1100.00	590.95	69400.00	59260.07	1.17	110306.69%	
54	2016-11-01	3122.44	1.9126	1050.00	548.99	70450.00	59809.06	1.18	114390.80%	
55	2016-12-01	3273.31	2.0391	1000.00	490.41	71450.00	60299.47	1.18	122956.64%	
56	2016-12-31	3135.92	1.9312	1050.00	543.70	72500.00	60843.17	1.19	117500.34%	
57	2017-02-03	3140.17	1.9910	1050.00	527.37	73550.00	61370.55	1.20	122188.76%	
58	2017-03-01	3246.93	2.0673	1000.00	483.72	74550.00	61854.27	1.21	127871.33%	
59	2017-04-05	3270.31	2.1054	1000.00	474.97	75550.00	62329.24	1.21	131227.98%	
60	2017-05-02	3143.71	2.0492	1050.00	512.40	76600.00	62841.63	1.22	128775.08%	
