base[3300],ratio[0.05],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
29	2014-10-08	2382.79	1.0190	1450.00	1422.96	44900.00	59372.08	0.76	60500.15%	
30	2014-11-03	2430.03	1.0320	1400.00	1356.59	46300.00	60728.67	0.76	62671.99%	
31	2014-12-01	2680.16	1.1270	1300.00	1153.50	47600.00	61882.18	0.77	69741.21%	
32	2015-01-05	3350.52	1.1760	1000.00	850.34	48600.00	62732.52	0.77	73773.44%	
33	2015-02-02	3128.30	1.2280	1050.00	855.05	49650.00	63587.56	0.78	78085.53%	
34	2015-03-02	3336.28	1.3080	1000.00	764.53	50650.00	64352.09	0.79	84172.53%	
35	2015-04-01	3810.29	1.6140	750.00	464.68	51400.00	64816.77	0.79	104614.27%	
36	2015-05-04	4480.46	1.8000	500.00	277.78	51900.00	65094.55	0.80	117170.19%	
37	2015-06-01	4828.74	2.4690	500.00	202.51	52400.00	65297.06	0.80	161218.46%	
38	2015-07-01	4053.70	1.7470	650.00	372.07	53050.00	65669.13	0.81	114723.97%	
39	2015-08-03	3622.91	1.5310	850.00	555.19	53900.00	66224.32	0.81	101389.44%	
40	2015-09-01	3166.62	1.3490	1050.00	778.35	54950.00	67002.68	0.82	90386.61%	
41	2015-10-08	3143.36	1.4200	1050.00	739.44	56000.00	67742.11	0.83	96193.80%	
42	2015-11-02	3325.08	1.6090	1000.00	621.50	57000.00	68363.62	0.83	109997.06%	
43	2015-12-01	3456.31	1.2920	950.00	735.29	57950.00	69098.91	0.84	89275.80%	
44	2016-01-04	3296.26	1.2940	1000.00	772.80	58950.00	69871.71	0.84	90413.99%	
45	2016-02-01	2688.85	0.9830	1300.00	1322.48	60250.00	71194.19	0.85	69983.89%	
46	2016-03-01	2733.17	0.9950	1250.00	1256.28	61500.00	72450.47	0.85	72088.22%	
47	2016-04-01	3009.53	1.1520	1100.00	954.86	62600.00	73405.33	0.85	84562.94%	
48	2016-05-03	2992.64	1.2300	1150.00	934.96	63750.00	74340.29	0.86	91438.56%	
49	2016-06-01	2913.51	1.2330	1150.00	932.68	64900.00	75272.98	0.86	92811.58%	
50	2016-07-01	2932.48	1.2990	1150.00	885.30	66050.00	76158.27	0.87	98929.60%	
51	2016-08-01	2953.39	1.2640	1150.00	909.81	67200.00	77068.08	0.87	97414.06%	
52	2016-09-01	3063.31	1.3450	1100.00	817.84	68300.00	77885.93	0.88	104756.58%	
53	2016-10-10	3048.14	1.4380	1100.00	764.95	69400.00	78650.88	0.88	113099.96%	
54	2016-11-01	3122.44	1.5030	1050.00	698.60	70450.00	79349.48	0.89	119262.27%	
55	2016-12-01	3273.31	1.5980	1000.00	625.78	71450.00	79975.26	0.89	127800.48%	
56	2016-12-31	3135.92	1.5460	1050.00	679.17	72500.00	80654.44	0.90	124691.76%	
57	2017-02-03	3140.17	1.4920	1050.00	703.75	73550.00	81358.19	0.90	121386.42%	
58	2017-03-01	3246.93	1.5550	1000.00	643.09	74550.00	82001.28	0.91	127511.98%	
59	2017-04-05	3270.31	1.5410	1000.00	648.93	75550.00	82650.21	0.91	127363.97%	
60	2017-05-02	3143.71	1.4150	1050.00	742.05	76600.00	83392.26	0.92	118000.04%	
