base[3300],ratio[0.1],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
20	2014-01-02	2109.39	0.9270	2000.00	2157.50	39600.00	48418.90	0.82	44884.32%	
21	2014-02-07	2044.50	0.9780	2000.00	2044.99	41600.00	50463.89	0.82	49353.68%	
22	2014-03-03	2075.24	0.9650	2000.00	2072.54	43600.00	52536.42	0.83	50697.65%	
23	2014-04-01	2047.46	0.8880	2000.00	2252.25	45600.00	54788.68	0.83	48652.35%	
24	2014-05-05	2027.35	0.8800	2000.00	2272.73	47600.00	57061.40	0.83	50214.03%	
25	2014-06-03	2038.31	0.8920	2000.00	2242.15	49600.00	59303.56	0.84	52898.77%	
26	2014-07-01	2050.38	0.9150	2000.00	2185.79	51600.00	61489.35	0.84	56262.76%	
27	2014-08-01	2185.30	0.9260	2000.00	2159.83	53600.00	63649.18	0.84	58939.14%	
28	2014-09-01	2235.51	0.9930	2000.00	2014.10	55600.00	65663.27	0.85	65203.63%	
29	2014-10-08	2382.79	1.0420	1900.00	1823.42	57500.00	67486.69	0.85	70321.14%	
30	2014-11-03	2430.03	1.0290	1800.00	1749.27	59300.00	69235.96	0.86	71243.81%	
31	2014-12-01	2680.16	1.0360	1600.00	1544.40	60900.00	70780.36	0.86	73328.46%	
32	2015-01-05	3350.52	1.0820	1000.00	924.21	61900.00	71704.58	0.86	77584.35%	
33	2015-02-02	3128.30	1.1180	1100.00	983.90	63000.00	72688.48	0.87	81265.72%	
34	2015-03-02	3336.28	1.1970	1000.00	835.42	64000.00	73523.90	0.87	88008.11%	
35	2015-04-01	3810.29	1.4330	500.00	348.92	64500.00	73872.82	0.87	105859.75%	
36	2015-05-04	4480.46	1.6210	500.00	308.45	65000.00	74181.27	0.88	120247.84%	
37	2015-06-01	4828.74	2.1710	500.00	230.31	65500.00	74411.58	0.88	161547.54%	
38	2015-07-01	4053.70	1.7030	500.00	293.60	66000.00	74705.18	0.88	127222.91%	
39	2015-08-03	3622.91	1.4930	700.00	468.85	66700.00	75174.03	0.89	112234.83%	
40	2015-09-01	3166.62	1.3150	1100.00	836.50	67800.00	76010.53	0.89	99953.86%	
41	2015-10-08	3143.36	1.5020	1100.00	732.36	68900.00	76742.89	0.90	115267.82%	
42	2015-11-02	3325.08	1.7190	1000.00	581.73	69900.00	77324.62	0.90	132921.03%	
43	2015-12-01	3456.31	2.0390	900.00	441.39	70800.00	77766.02	0.91	158564.91%	
44	2016-01-04	3296.26	1.9930	1000.00	501.76	71800.00	78267.77	0.92	155987.67%	
45	2016-02-01	2688.85	1.7090	1600.00	936.22	73400.00	79203.99	0.93	135359.62%	
46	2016-03-01	2733.17	1.6740	1500.00	896.06	74900.00	80100.05	0.94	134087.49%	
47	2016-04-01	3009.53	1.9220	1200.00	624.35	76100.00	80724.40	0.94	155152.30%	
48	2016-05-03	2992.64	2.0690	1300.00	628.32	77400.00	81352.72	0.95	168318.78%	
49	2016-06-01	2913.51	2.1530	1300.00	603.81	78700.00	81956.53	0.96	176452.42%	
50	2016-07-01	2932.48	2.1930	1300.00	592.80	80000.00	82549.33	0.97	181030.68%	
51	2016-08-01	2953.39	2.2020	1300.00	590.37	81300.00	83139.70	0.98	183073.61%	
52	2016-09-01	3063.31	2.3210	1200.00	517.02	82500.00	83656.72	0.99	194167.25%	
53	2016-10-10	3048.14	2.4040	1200.00	499.17	83700.00	84155.89	0.99	202310.75%	
54	2016-11-01	3122.44	2.3460	1100.00	468.88	84800.00	84624.77	1.00	198529.71%	
55	2016-12-01	3273.31	2.2950	1000.00	435.73	85800.00	85060.50	1.01	195213.85%	
56	2016-12-31	3135.92	2.2090	1100.00	497.96	86900.00	85558.46	1.02	188998.65%	
57	2017-02-03	3140.17	2.2330	1100.00	492.61	88000.00	86051.07	1.02	192152.05%	
58	2017-03-01	3246.93	2.3200	1000.00	431.03	89000.00	86482.11	1.03	200638.48%	
59	2017-04-05	3270.31	2.5300	1000.00	395.26	90000.00	86877.36	1.04	219799.73%	
60	2017-05-02	3143.71	2.5800	1100.00	426.36	91100.00	87303.72	1.04	225243.59%	
